RAZAO_SOCIAL;ENDERECO;BAIRRO;BANDEIRA;PRECO_VENDA;PRECO_COMPRA;MODALIDADE_DE_COMPRA;FORNECEDOR;DATA_COLETA;CIDADE;UF;COMBUSTIVEL
Alice H. Rinaldi & Cia. Ltda.;Rua Capitão Felix Fleury, 1240;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,09;NaN;-;-;13/09/2016;LARANJEIRAS DO SUL;PR;Diesel S10
Auto Posto Sao Pedro de Londrina Ltda;Avenida Duque de Caxias, 2509;Centro;RAIZEN;2,84;NaN;-;-;14/09/2016;LONDRINA;PR;Diesel S10
Auto Posto Malassise Ltda.;Rua Araguaia 345, 0 0;Vila Nova;BRANCA;2,89;NaN;-;-;14/09/2016;LONDRINA;PR;Diesel S10
Auto Posto Centro Civico Ltda;Avenida Duque de Caxias, 905 0;Jardim Caiçaras;RAIZEN;2,89;NaN;-;-;14/09/2016;LONDRINA;PR;Diesel S10
Auto Posto Lago do Sol Ltda;Estrada Alcides Turini, 200;Gleba Cafezal;BRANCA;2,95;NaN;-;-;14/09/2016;LONDRINA;PR;Diesel S10
Acp Comercio de Combustiveis e Derivados de Petroleo Ltda;Rua Duque de Caxias, 4090;Centro;IPIRANGA;2,99;NaN;-;-;14/09/2016;LONDRINA;PR;Diesel S10
Auto Posto Via Lago Ltda.;Rua Senador Souza Naves, 1644;Centro;RAIZEN;2,99;NaN;-;-;14/09/2016;LONDRINA;PR;Diesel S10
Comercio de Combustiveis Casarin Eireli - Epp;Avenida Tiradentes, 1241;Jardim Alvorada;RAIZEN;2,99;2.758;CIF;-;14/09/2016;LONDRINA;PR;Diesel S10
Auto Posto Belga Ltda;Avenida Brasília, 7100;Parque das Indústrias Leves;IPIRANGA;2,99;NaN;-;-;14/09/2016;LONDRINA;PR;Diesel S10
Star Swiss Comercio de Combustiveis Ltda;Rua   Assuncao, 289;Guanabara;IPIRANGA;2,99;2.74;CIF;-;14/09/2016;LONDRINA;PR;Diesel S10
Auto Posto Central de Londrina Ltda;Avenida Juscelino Kubitschek, 1395;Vila Ipiranga;RAIZEN;2,99;NaN;-;-;14/09/2016;LONDRINA;PR;Diesel S10
Auto Posto Turini Ltda;Avenida Santos Dumont, 535 0;Aeroporto;PETROBRAS DISTRIBUIDORA S.A.;3;2.726;CIF;-;14/09/2016;LONDRINA;PR;Diesel S10
Auto Posto Jardim Bandeirantes Ltda;Avenida Arthur Thomas, 1120;Jardim Bandeirantes;IPIRANGA;3,04;2.726;CIF;-;14/09/2016;LONDRINA;PR;Diesel S10
Auto Posto Ecos Ltda.;Rua Montese, 325;Centro;IPIRANGA;3,09;2.746;CIF;-;14/09/2016;LONDRINA;PR;Diesel S10
Auto Posto Tubarão Eireli;Rua Maranhão, 703;Centro;IPIRANGA;3,09;2.7;CIF;-;14/09/2016;LONDRINA;PR;Diesel S10
Vitório & Vitório Comércio de Combustíveis Ltda.;Avenida Tiradentes, 50 Esq. Com Av. Rio Branco;Jardim Boa Vista;IPIRANGA;3,09;2.716;CIF;-;14/09/2016;LONDRINA;PR;Diesel S10
Auto Posto Grande Lago Ltda;Avenida Rio Grande do Sul, 1047;Centro;BRANCA;2,99;NaN;-;-;12/09/2016;MARECHAL CANDIDO RONDON;PR;Diesel S10
N D F Comércio de Combustíveis Ltda.;Av. Rio Grande do Sul, 450;Centro;IPIRANGA;3,029;NaN;-;-;12/09/2016;MARECHAL CANDIDO RONDON;PR;Diesel S10
Auto Posto Tg-1 Ltda;Avenida Morangueira, S/n Lote 171 - A/01;Gleba Ribeirao Maringa;BRANCA;2,85;2.51;FOB;ESTRADA;12/09/2016;MARINGA;PR;Diesel S10
2 Km Comercio de Combustiveis Ltda.;Avenida Morangueira, 20;Zona 07;BRANCA;2,89;2.509;CIF;RODOIL;13/09/2016;MARINGA;PR;Diesel S10
Auto Posto Grevilha Ltda;Avenida Kakogawa, 1127;Zona 30;BRANCA;2,96;NaN;-;-;13/09/2016;MARINGA;PR;Diesel S10
Auto Posto 17 Ltda.;Avenida Colombo, 5195;Zona 07;RAIZEN;2,99;NaN;-;-;13/09/2016;MARINGA;PR;Diesel S10
Auto Posto Canada Ltda.;Avenida Madacarú, 1180;Jardim Canada;PETROBRAS DISTRIBUIDORA S.A.;2,99;2.706;CIF;-;13/09/2016;MARINGA;PR;Diesel S10
Pupim Combustíveis e Lubrificantes Ltda.;Avenida Morangueira, 3520 Zona 46;Chacaras Alvorada;IPIRANGA;2,99;2.719;CIF;-;12/09/2016;MARINGA;PR;Diesel S10
G10 - Auto Posto Ltda.;Rodovia Pr 317, S/n Km 03 - Lotes 15a, 15b, 15c1;Zona 58;PETROBRAS DISTRIBUIDORA S.A.;2,99;2.629;CIF;-;12/09/2016;MARINGA;PR;Diesel S10
Comércio de Combustíveis Urgnani Ltda.;Avenida Morangueira, 1347;Cidade Nova;PETROBRAS DISTRIBUIDORA S.A.;2,99;2.671;CIF;-;13/09/2016;MARINGA;PR;Diesel S10
Auto Posto Chicago Ltda;Avenida Mandacaru, 935;Jardim Lucianópolis;IPIRANGA;3,14;2.763;CIF;-;12/09/2016;MARINGA;PR;Diesel S10
Auto Posto Battaglia Ltda;Avenida Mandacaru, 2332;Zona 48;PETROBRAS DISTRIBUIDORA S.A.;3,15;2.663;CIF;-;13/09/2016;MARINGA;PR;Diesel S10
Devides Comércio de Combustíveis Ltda.;Avenida Colombo, 7620;Zona 6;RAIZEN;3,19;2.742;CIF;-;12/09/2016;MARINGA;PR;Diesel S10
M. Siraichi & Cia Ltda.;Avenida Colombo, 9796;Jardim Kosmos;PETROBRAS DISTRIBUIDORA S.A.;3,19;2.647;CIF;-;13/09/2016;MARINGA;PR;Diesel S10
Auto Posto Kakogawa Ltda;Avenida Américo Belay, 1676;Jardim Imperial;PETROBRAS DISTRIBUIDORA S.A.;3,19;2.7;CIF;-;13/09/2016;MARINGA;PR;Diesel S10
Posto Jau Ltda.;Rodovia Br 277, S/n Km 7,5;Pixirica;IPIRANGA;2,8;2.607;CIF;-;13/09/2016;PARANAGUA;PR;Diesel S10
Madreperola Comércio de Combustiveis Ltda;Rua Julio Groth Elias, 1011;Jardim Samambaia;RAIZEN;2,89;2.68;CIF;-;15/09/2016;PARANAGUA;PR;Diesel S10
Geração Vip Comercio de Combustiveis Ltda;Rua Mexico, S/n;Jardim America;RAIZEN;2,89;2.68;CIF;-;13/09/2016;PARANAGUA;PR;Diesel S10
Posto O Cupim - Paranagua Ltda.;Avenida Ayrton Senna da Silva, 6840 Terreo;Parque São João;IPIRANGA;2,999;2.607;CIF;-;15/09/2016;PARANAGUA;PR;Diesel S10
Posto de Combustíveis Hoshina Ltda;Avenida Doutor Roque Vernalha, S/n;Casas Populares;PETROBRAS DISTRIBUIDORA S.A.;3;2.648;CIF;-;14/09/2016;PARANAGUA;PR;Diesel S10
Posto Atlântico Paranágua Ltda.;Avenida Ayrton Senna da Silva, 2800 Km 03;Emboguaçu;PETROBRAS DISTRIBUIDORA S.A.;3,04;2.597;CIF;-;13/09/2016;PARANAGUA;PR;Diesel S10
Combuspar Comercio de Combustiveis Ltda;Avenida Gabriel de Lara, 1037 0;29 de Julho;IPIRANGA;3,09;NaN;-;-;13/09/2016;PARANAGUA;PR;Diesel S10
Comercial de Comb. Dal Pra Ltda;Rodovia Br 376  Km 109, S/n Cx.p. 591;Sumaré;IPIRANGA;2,88;NaN;-;-;13/09/2016;PARANAVAI;PR;Diesel S10
Auto Posto Tancredo Ltda;Avenida Tancredo Neves, 3154;Jardim Ouro Branco;BRANCA;2,99;2.7;CIF;DPPI;13/09/2016;PARANAVAI;PR;Diesel S10
M. Nakamura & Cia Ltda;Avenida Distrito Federal, 845;Centro;IPIRANGA;3;NaN;-;-;13/09/2016;PARANAVAI;PR;Diesel S10
Bracar - Auto Posto Ltda;Avenida Rio Grande do Norte, 1770 Esq. Com Rua Souza Naves;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,03;NaN;-;-;13/09/2016;PARANAVAI;PR;Diesel S10
Comercial de Combustiveis Fns Ltda;Rua Souza Naves, 2390;Jardim Centenario;PETROBRAS DISTRIBUIDORA S.A.;3,06;2.625;CIF;-;13/09/2016;PARANAVAI;PR;Diesel S10
Comercial de Combustiveis Noroeste Ltda;Avenida Deputado Heitor A Furtado, 5552;Jardim Santos Dumont;RAIZEN;3,09;NaN;-;-;13/09/2016;PARANAVAI;PR;Diesel S10
Stang & Stang Ltda;Avenida Tupi, 5826;Morumbi;BRANCA;2,83;2.56;FOB;STANG;14/09/2016;PATO BRANCO;PR;Diesel S10
Auto Posto Dinossauro Ltda;Rodovia   Pr-280, 5777;Sao Cristovao;IDAZA;2,83;NaN;-;-;14/09/2016;PATO BRANCO;PR;Diesel S10
Cambrussi & Leme Ltda;Rodovia Pr 280, 8800 Km    213 + 100m;Sao Cristovao;PETROBRAS DISTRIBUIDORA S.A.;2,89;NaN;-;-;14/09/2016;PATO BRANCO;PR;Diesel S10
Capelezzo & Capelezzo Ltda;Rua Guarani, 912;Centro;IPIRANGA;2,96;NaN;-;-;14/09/2016;PATO BRANCO;PR;Diesel S10
Posto 6 Rodas Ltda;Avenida Tupy, 4453 Terreo;Cristo Rei;IPIRANGA;2,99;NaN;-;-;14/09/2016;PATO BRANCO;PR;Diesel S10
Agg Comercio de Combustiveis Ltda;Avenida Tupi, 4188;Cristo Rei;RAIZEN;3,02;NaN;-;-;14/09/2016;PATO BRANCO;PR;Diesel S10
Cotrama Comercio e Transportes Amadori Ltda;Avenida Tupi, 2641;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,14;2.692;CIF;-;14/09/2016;PATO BRANCO;PR;Diesel S10
Posto Jardim Botanico Ltda;Rodovia João Leopoldo Jacomel, 12610;Centro;ALE COMBUSTÍVEIS;2,89;NaN;-;-;13/09/2016;PINHAIS;PR;Diesel S10
Comercio de Combustiveis Pinhais Ltda;Rua Salgado Filho, 405;Vila Esplanada;RAIZEN;2,9;NaN;-;-;13/09/2016;PINHAIS;PR;Diesel S10
Auto Posto Pinhalao Ltda;Avenida Maringa, 2010 Esquina Com Rua Perola;Conjunto Maringa;PETROBRAS DISTRIBUIDORA S.A.;2,95;2.689;CIF;-;13/09/2016;PINHAIS;PR;Diesel S10
Auto Posto Alphaville Ltda;Rua da Graciosa, 554;Atuba;PETROBRAS DISTRIBUIDORA S.A.;2,97;2.65;CIF;-;13/09/2016;PINHAIS;PR;Diesel S10
Martinsbandeira Comercio de Combustiveis Ltda.;Avenida Camilo di Lellis, 765;Centro;IPIRANGA;2,99;NaN;-;-;13/09/2016;PINHAIS;PR;Diesel S10
Artigás Comércio de Combustíveis Ltda;Avenida Irai, 1512;Jardim Weissopolis;RAIZEN;3,09;NaN;-;-;13/09/2016;PINHAIS;PR;Diesel S10
Dunapetrol Comércio de Derivados de Petróleo Ltda.;Avenida Souza Naves, S/n Km 11;Cristo Rei;BRANCA;2,79;2.45;CIF;RAIZEN;15/09/2016;PONTA GROSSA;PR;Diesel S10
Dunapetrol Comércio de Derivados de Petróleo Ltda.;Rodovia Br 376, S/n Km 8;Piriquitos;BRANCA;2,79;2.45;CIF;RAIZEN;15/09/2016;PONTA GROSSA;PR;Diesel S10
Dunapetrol Comércio de Derivados de Petróleo Ltda.;Avenida Presidente Kennedy, 2460 Cx. Postal 1654;Vila Raquel;BRANCA;2,89;2.46;CIF;RAIZEN;13/09/2016;PONTA GROSSA;PR;Diesel S10
Auto Posto Florense Ltda;Rodovia Pr 151, S/n Km 114;Jardim Boa Vista;PETROBRAS DISTRIBUIDORA S.A.;2,89;2.567;CIF;-;13/09/2016;PONTA GROSSA;PR;Diesel S10
Truccollo e Cia Ltda.;Rua Doutor Paula Xavier, 370;Estrela;RAIZEN;2,89;2.639;CIF;-;13/09/2016;PONTA GROSSA;PR;Diesel S10
Auto Posto Parque Industrial Ltda.;Rodovia Br 376, S/n Km 98;Colônia Dona Luiza.;RAIZEN;2,92;NaN;-;-;13/09/2016;PONTA GROSSA;PR;Diesel S10
Comercial de Comb. Monteiro Lobato Ltda;Avenida Monteiro Lobato, 1050;Jardim Carvalho;BRANCA;2,93;NaN;-;-;13/09/2016;PONTA GROSSA;PR;Diesel S10
Posto Boa Vista Ltda;Avenida General Carlos Cavalcanti, 2840;Uvaranas;BRANCA;2,94;NaN;-;-;13/09/2016;PONTA GROSSA;PR;Diesel S10
M. Pilatti & Cia Ltda.;Avenida Visconde de Maua, 1950;Oficinas;PETROBRAS DISTRIBUIDORA S.A.;2,99;NaN;-;-;13/09/2016;PONTA GROSSA;PR;Diesel S10
G A P e Comercio de Combustiveis Ltda;Avenida   Euzebio de Queiroz, S/n Esquina Alameda Nabuco de Araújo;Uvaranas;IPIRANGA;2,99;NaN;-;-;13/09/2016;PONTA GROSSA;PR;Diesel S10
Auto Posto Lagoa Ltda.;Rua Doutor Paula Xavier, 31;Centro;IPIRANGA;2,99;NaN;-;-;13/09/2016;PONTA GROSSA;PR;Diesel S10
Rodoluz Comercio de Combustíveis e Lubrificantes Ltda.;Rua 24 de Maio, 49 Esq. Rua Alfeu Bertolini;Vila Claro;RAIZEN;2,88;2.626;CIF;-;13/09/2016;SANTO ANTONIO DA PLATINA;PR;Diesel S10
Auto Posto Aladim Ltda.;Rua Rio Branco, 380;Centro;BRANCA;2,9;NaN;-;-;14/09/2016;SANTO ANTONIO DA PLATINA;PR;Diesel S10
Auto Posto Caete Ii Ltda;Rua 24 de Maio, 191;Centro;PETROBRAS DISTRIBUIDORA S.A.;2,94;NaN;-;-;13/09/2016;SANTO ANTONIO DA PLATINA;PR;Diesel S10
Tramontin & Garcia Ltda;Rua Rui Barbosa, 1348;Centro;RAIZEN;2,99;NaN;-;-;13/09/2016;SANTO ANTONIO DA PLATINA;PR;Diesel S10
Auto Posto Sabiao Ltda;Rua Rui Barbosa, 1447;Centro;IPIRANGA;2,99;2.813;CIF;-;13/09/2016;SANTO ANTONIO DA PLATINA;PR;Diesel S10
Veloso Comercio de Combustiveis Ltda.;Rodovia Br 153, 2345 Km 43;Vila Claro;RAIZEN;3,28;2.587;CIF;-;13/09/2016;SANTO ANTONIO DA PLATINA;PR;Diesel S10
Via 277 Auto Posto Ltda.;Avenida Rui Barbosa, 2661;Guatupê;PETROBRAS DISTRIBUIDORA S.A.;2,84;NaN;-;-;13/09/2016;SAO JOSE DOS PINHAIS;PR;Diesel S10
Gana Auto Posto Ltda;Avenida Rui Barbosa, 2702;Centro;IPIRANGA;2,89;2.683;CIF;-;13/09/2016;SAO JOSE DOS PINHAIS;PR;Diesel S10
Teixeira & Andrioli Ltda;Avenida Rui Barbosa, S/n 0;Afonso Pena;PETROBRAS DISTRIBUIDORA S.A.;2,89;NaN;-;-;13/09/2016;SAO JOSE DOS PINHAIS;PR;Diesel S10
3posto Maru S. A.;Avenida Rui Barbosa, 1676;Jardim Rio Branco;IPIRANGA;2,89;NaN;-;-;13/09/2016;SAO JOSE DOS PINHAIS;PR;Diesel S10
Auto Posto e Mecanica Barao Ltda;Rua Barao do Cerro Azul, 1617;Bom Jesus;IPIRANGA;2,93;NaN;-;-;13/09/2016;SAO JOSE DOS PINHAIS;PR;Diesel S10
Auto Posto Santa Paulina Ltda.;Rua Xv de Novembro, 2952 0;Centro;RAIZEN;2,98;NaN;-;-;13/09/2016;SAO JOSE DOS PINHAIS;PR;Diesel S10
Posto Alves da Rocha Ltda;Avenida Joaquim Nabuco, 1643 0;Centro;RAIZEN;2,99;NaN;-;-;13/09/2016;SAO JOSE DOS PINHAIS;PR;Diesel S10
Auto Posto Almirante Ltda.;Rua Almirante Alexandrino, 1526;Afonso Pena;IPIRANGA;2,99;2.667;CIF;-;13/09/2016;SAO JOSE DOS PINHAIS;PR;Diesel S10
Auto Posto Sao Jose 2002 Com. Combust. Lubrif. Ltda;Rua Harry Feeken, 1325;Boneca do Iguacu;POTENCIAL;3,05;NaN;-;-;13/09/2016;SAO JOSE DOS PINHAIS;PR;Diesel S10
3stopetroleo S.a. - Comércio de Derivados de Petróleo;Avenida Parigot de Souza, 183;Jardim Porto Alegre;BRANCA;2,95;2.72;CIF;AMERICA LATINA;12/09/2016;TOLEDO;PR;Diesel S10
Paludo Comércio de Combustíveis e Lubrificantes Ltda.;Avenida Parigot de Souza, 2667;Vila Industrial;BRANCA;3,04;2.58;CIF;ESTRADA;12/09/2016;TOLEDO;PR;Diesel S10
Conceito Auto Posto Ltda.;Rua Santos Dumont, 2901;Centro;BRANCA;3,07;2.52;CIF;ESTRADA;12/09/2016;TOLEDO;PR;Diesel S10
Transyara Transp Rodoviario de Cargas Ltda;Avenida Ministro Cirne Lima, 2265;Jardim Coopagro;PETROBRAS DISTRIBUIDORA S.A.;3,13;2.616;FOB;-;12/09/2016;TOLEDO;PR;Diesel S10
Safari - Alimentos, Bebidas e Serviços Ltda- Me;Rua Sarandi Esq. Com Praça Mascarenha de Morais, 5031;Zona Iii;BRANCA;2,78;NaN;-;-;12/09/2016;UMUARAMA;PR;Diesel S10
Auto Posto Pr 323 Ltda;Rodovia Pr 323, S/n Km 156;Parque Industrial;PETROBRAS DISTRIBUIDORA S.A.;2,85;2.58;CIF;-;12/09/2016;UMUARAMA;PR;Diesel S10
Auto Posto Portuga I Ltda;Rua Arapongas, 4561;Zona Iii;CIAPETRO;2,96;2.67;CIF;-;12/09/2016;UMUARAMA;PR;Diesel S10
Augustinho Auto Posto Ltda;Avenida Tiradentes, 2637;Jardim Panorama;BRANCA;2,98;2.72;CIF;CIAPETRO;12/09/2016;UMUARAMA;PR;Diesel S10
Auto Posto Umurama - Eireli;Avenida Tiradentes, 2401;Umuarama;IPIRANGA;2,99;2.66;CIF;-;12/09/2016;UMUARAMA;PR;Diesel S10
Auto Posto Brasil do Parana Ltda - Me;Avenida Apucarana, 3924;Zona I;RAIZEN;2,99;2.65;CIF;-;12/09/2016;UMUARAMA;PR;Diesel S10
Leblon Comércio de Combustiveis Ltda;Avenida Parana, 5464;Centro;IPIRANGA;2,99;2.66;CIF;-;12/09/2016;UMUARAMA;PR;Diesel S10
Auto Posto Stella Maris Ii Ltda Epp;Avenida Parana, 5481;Centro;BRANCA;2,99;2.62;CIF;FLEXPETRO;12/09/2016;UMUARAMA;PR;Diesel S10
Auto Posto Abel Ltda;Praca Brasilia, 2301;Zona Vii;RAIZEN;2,99;2.75;CIF;-;12/09/2016;UMUARAMA;PR;Diesel S10
Incenha Comercio de Combustiveis Ltda;Avenida Guanabara, 2440;Zona Vii;BRANCA;2,99;2.7;CIF;DPPI;12/09/2016;UMUARAMA;PR;Diesel S10
Incenha & Ladeira Ltda.;Avenida Guarani, 2252;Centro;IPIRANGA;2,99;2.66;CIF;-;12/09/2016;UMUARAMA;PR;Diesel S10
Fm Comercio de Combustiveis Ltda;Avenida Presidente Castelo Branco, 3443;Zona I;BRANCA;2,99;NaN;-;-;12/09/2016;UMUARAMA;PR;Diesel S10
Auto Posto Irmãos Alves Ltda.;Rodovia Br 153, S/n Km 502;Colonia Santa Maria;RAIZEN;2,86;2.61;CIF;-;12/09/2016;UNIAO DA VITORIA;PR;Diesel S10
Auto Posto Ochove Ltda.;Avenida Manoel Ribas, 1151;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,03;NaN;-;-;12/09/2016;UNIAO DA VITORIA;PR;Diesel S10
Abastecedora Grande Rio Ltda;Avenida Manoel Ribas, 1257;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,04;NaN;-;-;12/09/2016;UNIAO DA VITORIA;PR;Diesel S10
Posto e Oficina Nunes Ltda;Avenida Manoel Ribas, 755;Centro;IPIRANGA;3,05;NaN;-;-;12/09/2016;UNIAO DA VITORIA;PR;Diesel S10
C. Marinho & Marinho Ltda.;Rua Marechal Deodoro, 1411;Rocio;RAIZEN;3,08;NaN;-;-;12/09/2016;UNIAO DA VITORIA;PR;Diesel S10
Auto Posto Teco Teco Ltda;Avenida Paula Freitas, 492;São Cristóvão;PETROBRAS DISTRIBUIDORA S.A.;3,09;NaN;-;-;12/09/2016;UNIAO DA VITORIA;PR;Diesel S10
Auto Posto Ipiranga Ltda;Avenida Manoel Ribas, 988;Centro;IPIRANGA;3,11;NaN;-;-;12/09/2016;UNIAO DA VITORIA;PR;Diesel S10
Auto Posto Cabral Combustiveis Ltda - Me;Rua   Cento e Setenta, 16;Caetes I;FEDERAL;3,38;NaN;-;-;12/09/2016;ABREU E LIMA;PE;Gasolina
Costa Dourada Combustíveis e Lubrificantes Ltda.;Avenida D, S/n;Caetes;FEDERAL;3,389;NaN;-;-;12/09/2016;ABREU E LIMA;PE;Gasolina
Real Recife Ltda.;Avenida Duque de Caxias, 1130;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,39;NaN;-;-;12/09/2016;ABREU E LIMA;PE;Gasolina
Posto Onze Ltda.;Avenida Duque de Caxias, 334;Centro;BRANCA;3,39;NaN;-;-;12/09/2016;ABREU E LIMA;PE;Gasolina
Auto Posto Cabral Combustiveis Ltda - Me;Avenida Duque de Caxias, 1162;Boa Esperanca;BRANCA;3,399;3.082;FOB;FEDERAL;12/09/2016;ABREU E LIMA;PE;Gasolina
Auto Posto Duque de Caxias Ltda;Avenida Duque de Caxias, 473;Timbó;RAIZEN;3,599;3.202;CIF;-;12/09/2016;ABREU E LIMA;PE;Gasolina
Posto de Serviços Guarani Ltda;Avenida Duque de Caxias, S/n Br 101  Norte Km 19;Timbó;IPIRANGA;3,749;3.326;CIF;-;12/09/2016;ABREU E LIMA;PE;Gasolina
Posto Trevo Combustiveis Ltda;Avenida Florentino Alves Batista, 910;Centro;DISLUB;4,07;3.41;CIF;-;15/09/2016;ARARIPINA;PE;Gasolina
Felix Combustíveis Araripina Ltda.;Avenida Antonio de Barros Muniz, S/n;Centro;PETROBRAS DISTRIBUIDORA S.A.;4,08;NaN;-;-;15/09/2016;ARARIPINA;PE;Gasolina
Fernandes & Coelho Comercio de Combustíveis Ltda.;Rua Presidente Castelo Branco, 1046;Gergelim;BRANCA;4,099;3.09;FOB;DISLUB;15/09/2016;ARARIPINA;PE;Gasolina
Roberio Oliveira Mendes Me;Avenida Recife, 38;Nascente;BRANCA;4,1;3.11;FOB;TOTAL;15/09/2016;ARARIPINA;PE;Gasolina
Juvenal Ângelo & Cia. Ltda.;Avenida Governador Muniz Falcão, 525 A;Centro;RAIZEN;4,1;NaN;-;-;15/09/2016;ARARIPINA;PE;Gasolina
Neandro Coelho Modesto;Avenida Recife, S/n;Distrito de Nascente;BRANCA;4,1;NaN;-;-;15/09/2016;ARARIPINA;PE;Gasolina
Neandro Coelho Modesto;Rodovia Pe 615, S/n Km 1;Centro;BRANCA;4,1;NaN;-;-;15/09/2016;ARARIPINA;PE;Gasolina
Juvenal Ângelo & Cia. Ltda.;Rua Santana, 3866;Centro;RAIZEN;4,1;NaN;-;-;15/09/2016;ARARIPINA;PE;Gasolina
Posto Bh Auto Centro Ltda. Epp.;Rua Dionisio de Deus Lima, 57;Centro;PETROBRAS DISTRIBUIDORA S.A.;4,13;NaN;-;-;15/09/2016;ARARIPINA;PE;Gasolina
Pereira & Silva Auto Posto Ltda. - Me;Avenida Osvaldo Cruz, 1200 Br 232 - Km 253;Cel. Siqueira Campos;RAIZEN;3,65;3.143;FOB;-;14/09/2016;ARCOVERDE;PE;Gasolina
F & P Combustiveis Limitada;Avenida Jose Bonifacio, 138 A;Sao Cristovao;SETTA DISTRIBUIDORA;3,79;NaN;-;-;14/09/2016;ARCOVERDE;PE;Gasolina
Serviços e Comércio Automotivos Ltda.;Avenida José Bonifácio, 2238;São Cristovão;DISLUB;3,85;NaN;-;-;14/09/2016;ARCOVERDE;PE;Gasolina
J A D Araújo e Cia Ltda.;Avenida Osvaldo Cruz, 1740 Br. 232 Km 259;Sucupira;PETROBRAS DISTRIBUIDORA S.A.;3,889;NaN;-;-;14/09/2016;ARCOVERDE;PE;Gasolina
L.p. Combustíveis e Pneus Ltda;Avenida Severiano Jose Freire, 206;Centro;ALE COMBUSTÍVEIS;3,89;NaN;-;-;14/09/2016;ARCOVERDE;PE;Gasolina
Leal & Rocha Ltda;Avenida Joaquim Nabuco, 326;São Cristóvão;PETROBRAS DISTRIBUIDORA S.A.;3,89;NaN;-;-;14/09/2016;ARCOVERDE;PE;Gasolina
Irmãos Freire Lima Ltda;Estrada Br 424, S/n Km 01 Com Br 232;São Miguel;IPIRANGA;3,899;3.469;CIF;-;14/09/2016;ARCOVERDE;PE;Gasolina
Posto Portal do Sertão Ltda.;Avenida Pinto de Campos, 492;Sao Miguel;IPIRANGA;3,899;NaN;-;-;14/09/2016;ARCOVERDE;PE;Gasolina
J. R. Inacio Combustiveis;Praca Desembargador João Paes, S/n;Centro;ALESAT;3,59;NaN;-;-;14/09/2016;BELO JARDIM;PE;Gasolina
Jr & Filhos Ltda.;Avenida Júlia Rodrigues Torres, 775;Cohab I;ALESAT;3,599;3.128;CIF;-;14/09/2016;BELO JARDIM;PE;Gasolina
Auto Posto Moura Ltda.;Rodovia Br 232 - Km 182, 204;Santo Antonio;BRANCA;3,679;3.08;FOB;-;14/09/2016;BELO JARDIM;PE;Gasolina
Posto São Pedro Ltda - Epp;Rua  Joaquim Cordeiro Wanderley, 185;Sao Pedro;BRANCA;3,748;NaN;-;-;14/09/2016;BELO JARDIM;PE;Gasolina
Belopetro Ltda.;Rodovia Br 232 Km 185, S/n;Sede;PETROBRAS DISTRIBUIDORA S.A.;3,799;NaN;-;-;14/09/2016;BELO JARDIM;PE;Gasolina
Comercio Varejista de Comb. e Lub. Ltda;Rodovia Br 232, S/n Km 106;Alto Limpo;IPIRANGA;3,799;3.321;CIF;-;14/09/2016;BELO JARDIM;PE;Gasolina
Belopetro Dois Ltda;Praca Joaquim Soares, S/n;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,799;NaN;-;-;14/09/2016;BELO JARDIM;PE;Gasolina
Posto Rota do Sol Ltda;Rua Vereador Horácio Ferraz Cavalcante, 353;Pontezinho;BRANCA;3,35;NaN;-;-;14/09/2016;CABO DE SANTO AGOSTINHO;PE;Gasolina
Vilar Azevedo Com de Combustivel Lubrificantes Pecas Ltda - Me;Rua Al, 491 Loja A;Jardim Santo Inacio;IPIRANGA;3,54;NaN;-;-;14/09/2016;CABO DE SANTO AGOSTINHO;PE;Gasolina
Petro Cabo Ltda;Rodovia Pe 60, 1900 Km 1,9;Cidade Garapu;IPIRANGA;3,57;3.306;FOB;-;14/09/2016;CABO DE SANTO AGOSTINHO;PE;Gasolina
Auto Posto Gaibu Ltda;Loteamento Jardim Gaibu, S/n Quadra - L, Lote 1;Gaibu;BRANCA;3,579;3.092;CIF;SETTA DISTRIBUIDORA;14/09/2016;CABO DE SANTO AGOSTINHO;PE;Gasolina
Servicar S/a;Rodovia Br 101, S/n Km 97,3;Distrito Industrial;PETROBRAS DISTRIBUIDORA S.A.;3,599;NaN;-;-;14/09/2016;CABO DE SANTO AGOSTINHO;PE;Gasolina
Rioja Comercio de Petroleo Ltda;Avenida Nossa Senhora do Bom Conselho, 875;Ponte dos Carvalhos;TOTAL;3,799;3.16;FOB;-;14/09/2016;CABO DE SANTO AGOSTINHO;PE;Gasolina
Almeida Pneus Ltda - Me;Avenida Doutor Belmino Correia, 464;Nazare;ALESAT;3,379;NaN;-;-;13/09/2016;CAMARAGIBE;PE;Gasolina
Autopetro Petróleo e Gás Ltda.;Avenida Doutor Belmiro Correia, 333;Jardim Primavera;PETROBRAS DISTRIBUIDORA S.A.;3,399;NaN;-;-;14/09/2016;CAMARAGIBE;PE;Gasolina
Petróleo Gas e Lubrificantes Ltda.;Avenida Belmiro Correia, 359;Novo do Carmelo;PETROBRAS DISTRIBUIDORA S.A.;3,499;NaN;-;-;14/09/2016;CAMARAGIBE;PE;Gasolina
